url,domain,checked_at,ok,status_code,final_url,content_type,title,elapsed_seconds,error
https://journals.asm.org/doi/10.1128/jvi.00921-22,journals.asm.org,2026-08-31T15:11:42Z,False,403,https://journals.asm.org/doi/10.1128/jvi.00921-22,text/html; charset=UTF-8,Just a moment...,0.08,
https://pmc.ncbi.nlm.nih.gov/articles/PMC12197635/,pmc.ncbi.nlm.nih.gov,2026-08-31T15:11:42Z,True,200,https://pmc.ncbi.nlm.nih.gov/articles/PMC12197635/,text/html; charset=utf-8,Vaccines and Animal Models of Nipah Virus: Current Situation and Future Prospects - PMC,0.324,
https://europepmc.org/search?query=Ghanaian%20bat%20henipavirus%20Mojiang%20Angavokely%20vaccine,europepmc.org,2026-08-31T15:11:43Z,False,403,https://europepmc.org/search?query=Ghanaian%20bat%20henipavirus%20Mojiang%20Angavokely%20vaccine,text/html; charset=iso-8859-1,403 Forbidden,0.169,
https://wwwnc.cdc.gov/eid/article/31/9/25-0470_article,wwwnc.cdc.gov,2026-08-31T15:11:43Z,True,200,https://wwwnc.cdc.gov/eid/article/31/9/25-0470_article,text/html; charset=utf-8,"Novel Henipavirus, Salt Gully Virus, Isolated from Pteropid Bats, Australia - Volume 31, Number 9—September 2025 - Emerging Infectious Diseases journal - CDC",1.662,
https://pmc.ncbi.nlm.nih.gov/articles/PMC12407197/,pmc.ncbi.nlm.nih.gov,2026-08-31T15:11:45Z,True,200,https://pmc.ncbi.nlm.nih.gov/articles/PMC12407197/,text/html; charset=utf-8,Checking your browser - reCAPTCHA,0.156,
https://www.csiro.au/en/news/all/news/2025/september/salt-gully-virus,www.csiro.au,2026-08-31T15:11:45Z,True,200,https://www.csiro.au/en/news/all/news/2025/september/salt-gully-virus,text/html; charset=utf-8,CSIRO researchers discover new bat-borne virus: Salt Gully virus - CSIRO,1.888,
https://europepmc.org/search?query=%22Salt%20Gully%20virus%22%20henipavirus,europepmc.org,2026-08-31T15:11:47Z,False,403,https://europepmc.org/search?query=%22Salt%20Gully%20virus%22%20henipavirus,text/html; charset=iso-8859-1,403 Forbidden,0.162,
https://pubmed.ncbi.nlm.nih.gov/32027842/,pubmed.ncbi.nlm.nih.gov,2026-08-31T15:11:47Z,True,203,https://pubmed.ncbi.nlm.nih.gov/32027842/,text/html; charset=utf-8,pubmed.ncbi.nlm.nih.gov,0.166,
https://doi.org/10.1016/S1473-3099(19)30634-6,doi.org,2026-08-31T15:11:47Z,False,403,https://www.sciencedirect.com/science/article/pii/S1473309919306346,text/html; charset=UTF-8,ScienceDirect,0.516,
https://www.dha.mil/News/2025/04/25/14/04/USU-developed-monoclonal-antibody-against-Nipah-virus-recognized-as-top-innovation,www.dha.mil,2026-08-31T15:11:47Z,True,200,https://www.dha.mil/News/2025/04/25/14/04/USU-developed-monoclonal-antibody-against-Nipah-virus-recognized-as-top-innovation,text/html; charset=utf-8,USU-developed monoclonal antibody against Nipah virus recognized as top health innovation - DHA.mil,1.265,
https://europepmc.org/search?query=m102.4%20henipavirus%20phase%201,europepmc.org,2026-08-31T15:11:49Z,False,403,https://europepmc.org/search?query=m102.4%20henipavirus%20phase%201,text/html; charset=iso-8859-1,403 Forbidden,0.413,
https://cepi.net/new-human-trials-novel-antibody-offer-hope-immediate-protection-against-deadly-nipah,cepi.net,2026-08-31T15:11:49Z,True,200,https://cepi.net/new-human-trials-novel-antibody-offer-hope-immediate-protection-against-deadly-nipah,text/html,New human trials for novel antibody offer hope for immediate protection against deadly Nipah,0.802,
https://www.science.org/doi/10.1126/scitranslmed.adl2055,www.science.org,2026-08-31T15:11:50Z,False,403,https://www.science.org/doi/10.1126/scitranslmed.adl2055,text/html; charset=UTF-8,Just a moment...,0.569,
https://pubmed.ncbi.nlm.nih.gov/38569014/,pubmed.ncbi.nlm.nih.gov,2026-08-31T15:11:50Z,True,203,https://pubmed.ncbi.nlm.nih.gov/38569014/,text/html; charset=utf-8,pubmed.ncbi.nlm.nih.gov,0.334,
https://europepmc.org/search?query=MBP1F5%20Nipah,europepmc.org,2026-08-31T15:11:51Z,False,403,https://europepmc.org/search?query=MBP1F5%20Nipah,text/html; charset=iso-8859-1,403 Forbidden,0.164,
https://pubmed.ncbi.nlm.nih.gov/31142680/,pubmed.ncbi.nlm.nih.gov,2026-08-31T15:11:51Z,True,203,https://pubmed.ncbi.nlm.nih.gov/31142680/,text/html; charset=utf-8,pubmed.ncbi.nlm.nih.gov,0.176,
https://pmc.ncbi.nlm.nih.gov/articles/PMC10529221/,pmc.ncbi.nlm.nih.gov,2026-08-31T15:11:51Z,True,200,https://pmc.ncbi.nlm.nih.gov/articles/PMC10529221/,text/html; charset=utf-8,Late remdesivir treatment initiation partially protects African green monkeys from lethal Nipah virus infection - PMC,0.3,
https://europepmc.org/search?query=remdesivir%20Nipah%20virus%20African%20green%20monkeys,europepmc.org,2026-08-31T15:11:51Z,False,403,https://europepmc.org/search?query=remdesivir%20Nipah%20virus%20African%20green%20monkeys,text/html; charset=iso-8859-1,403 Forbidden,0.181,
https://www.nature.com/articles/s41598-018-25780-3,www.nature.com,2026-08-31T15:11:52Z,True,200,https://www.nature.com/articles/s41598-018-25780-3,text/html; charset=utf-8,Favipiravir (T-705) protects against Nipah virus infection in the hamster model | Scientific Reports,1.71,
https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0318912,journals.plos.org,2026-08-31T15:11:53Z,True,200,https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0318912,text/html;charset=UTF-8,Dose response comparison of Nipah virus strains Malaysia and Bangladesh in hamsters exposed by the intranasal or intraperitoneal route | PLOS One,0.724,
https://pubmed.ncbi.nlm.nih.gov/40354368/,pubmed.ncbi.nlm.nih.gov,2026-08-31T15:11:54Z,True,203,https://pubmed.ncbi.nlm.nih.gov/40354368/,text/html; charset=utf-8,pubmed.ncbi.nlm.nih.gov,0.267,
https://europepmc.org/search?query=favipiravir%20Nipah%20hamster,europepmc.org,2026-08-31T15:11:54Z,False,403,https://europepmc.org/search?query=favipiravir%20Nipah%20hamster,text/html; charset=iso-8859-1,403 Forbidden,0.165,
